Date,ABW,AFG,AGO,AIA,ALA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,Z02,Z03,Z08,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GGY,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HMD,HND,HRV,HTI,HUN,IDN,IMN,IND,Z01,Z04,Z05,Z07,Z09,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JEY,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,Z06,PAN,PCN,PER,PHL,PLW,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VIR,VNM,VUT,WLF,WSM,XAD,XCA,XCL,XKO,XPI,XSP,YEM,ZAF,ZMB,ZNC,ZWE
X190111,83.5,11.8,93.63,192.2,36.05,162.59,35.15,2.08,80.41,42.08,203.1,,,113.79,39.32,58.48,38.78,151.63,39.73,34.83,154.2,4.55,98.79,29.78,3.16,12.86,58.35,,58.1,170.56,228.6,78.96,110.65,190.67,349.81,61.18,,61.69,50.35,88.39,133,36.73,36.46,21.58,0.22,2.81,2.07,76.6,75.65,183.41,229.4,121.39,247.77,100.93,1.4,354.26,39.41,87.86,258,117.5,19.15,34.24,46.48,0.06,270.45,72.63,182.16,67.52,36.82,5.07,0.91,7.07,61.99,64.56,18.82,49.29,137.83,41.58,25.19,110.55,339.45,281.66,61.6,111.7,24.17,60.24,137.3,58.58,250.21,9.24,15.26,250.13,108.28,182.4,47.47,95.41,183.6,227.45,154.29,,130.96,70.02,96.91,40.85,258.45,166.27,45.55,0.34,0.94,0.68,82.32,1.36,,101.95,41.66,29.04,68.35,47.48,66.76,32.24,28.8,22.25,71.01,39.44,119.26,70.26,104.18,121.85,154.2,27.51,7.55,64.14,51.95,134.51,27.98,248.28,34.91,388,79.85,77.29,41.2,68.13,192.2,69.92,54.8,6.56,79.06,193.68,39.91,287.41,79.08,2.99,109.49,46.54,108.88,7.05,181.2,84.61,0.84,169.6,281.48,100.22,50.39,358.12,87.7,26.69,31.35,0.54,43.7,51.45,116.58,158.03,57.68,89.05,7.31,175,51.02,0.92,0.57,0.85,347.07,117,43.71,429.19,279.57,221.76,48.5,361.26,24.09,83.16,154.42,41.92,140.33,3.3,90.54,18.72,51.41,140.08,12.57,0.63,3.84,287.83,,51.25,30.79,210.35,134.95,43.09,43.09,41.42,150.05,36.75,62.02,249.12,150.7,49.13,103.62,40.99,222.42,192.2,227.82,34.21,123.53,1.08,36.96,92.61,62.75,235.63,9.48,101.76,118.97,244.16,34.25,83.59,260.22,16.83,73.75,85.56,23.38,,60.23,43.26,43.93,58.8,271.2,77.31,321.7,304.66,134.06,206.54,298.5,216.76,20.69,58.46,,69.95,,,8.55,112.06,113.4,19.74,102.4
X190112,59,16.78,121.97,120.1,56.2,194.16,108.44,12.42,46.07,22.77,122.9,,,88.05,18.22,67.16,15.77,133.16,68.81,1.73,102.9,1.19,2.53,52.67,10.65,41.62,144.82,,60.78,134.63,148,104.5,204.57,111.62,345.1,4.45,,92.2,12.98,103.91,152,78.1,9.42,15.08,0.81,2.84,4.19,34.87,22.02,157.39,158.14,331.73,97.32,202.16,0.11,101.25,48.44,158.95,276,57.1,42.92,51.39,59.74,31.71,180.8,64.34,107.08,71.39,70.77,14.48,7.41,14.29,64.74,57.86,19.76,49.27,174.48,61.91,90.14,225.95,327.59,168.75,120.98,66.99,146.1,16.97,137.6,8.73,185.2,0.05,0.38,142.31,85.94,137.7,39.65,52.35,315.12,148.72,363.57,,93.08,160.01,52.5,49.06,295.92,147.12,12.39,6.93,9.02,8.51,4.95,9.52,,117.96,23.84,34.69,59.33,132.97,128.26,192.13,165.3,62.19,102.87,26.41,64.91,19.36,27.55,199.74,102.9,28.91,17.44,27.64,110.11,53.54,17.18,141.3,58.25,123.78,109.6,69.51,93.02,62.89,120.1,96.25,170.2,35.37,334.32,203.26,14.9,261.86,90.07,0.83,18.81,3.17,214.24,4.15,121.3,187.12,0.76,122.7,171.32,225.55,183.93,252.85,243.72,100.78,24.79,0.08,64.9,6,52.91,163.55,81.29,129.35,6.02,242,113.38,11.88,4.01,3.81,170.98,145,49.22,242.03,294.51,281.59,57.41,200.58,27.04,122.2,41.95,125.3,427.94,10.42,153.52,42.35,53.55,109.87,14.33,1.32,0.05,289.37,,69.72,33.05,270.12,27.18,10.1,123.04,29.47,117.33,71.31,2.09,205.67,225.98,57.18,190.19,58.62,191.98,120.1,209.46,64.17,89.49,0.05,4.95,32.63,19.29,349.98,7.68,194.11,130.87,180.97,20.55,81.87,327.9,76.07,94.26,58.02,52.8,,49.83,95.71,13.27,152,181.5,106.3,185.8,176.63,64.96,229.29,332.89,125.03,45.56,16.79,,106.76,,,10.45,88.4,231.48,39.76,229.42
X190201,33.3,29.1,89.87,94.6,29.78,98.27,15.52,6.56,71.46,16.76,458.5,,,59.11,50.15,48.69,13.89,117.86,43.5,4.13,84.5,0.52,2.71,22.7,2.25,25,40.08,,57.52,114.52,100,112.38,177.65,59.71,349.68,4.78,,104.63,10.64,70.29,209,54.01,9.07,16.14,3.84,2.26,1.72,14.75,18.01,135.02,129.79,380.86,140.6,333.97,3.08,37.95,63.63,36.93,285,55.9,89.48,34.79,46.62,5.83,93.17,54.59,95.41,22.91,322.13,23.16,4.15,2.72,9.1,58.83,7.97,54.13,123.32,69.71,39.76,244.03,293.44,203.69,42.83,60.12,44.24,9.72,0.6,2.89,100.81,0,0.02,154.52,51.29,64.9,30.76,42.15,334.25,129.39,351.5,,68.29,49.09,43.07,30.41,329.86,95.83,9.03,1.62,1.61,0.64,14.08,1.49,,68.11,47.49,39.17,93.81,177.88,52.32,118.08,48.3,98.68,44.42,42.26,18.57,63.12,7.72,243.66,84.5,8.06,15.53,21.02,190,26.14,50.19,76.25,48.68,246.72,106.11,71.95,62.23,63.74,94.6,21.83,46.2,12.28,210.71,103.01,14.35,184.28,46.53,0.53,44.78,1.81,82.95,4.24,108.2,268.21,0.52,92.5,89.62,306.93,363.99,257.56,312.21,105.58,206.31,0.04,18.8,4.51,35.08,278.42,49.42,148.98,5.52,262,59.76,1.88,2.43,3.69,68.04,132,67.56,212.86,286.33,292.62,42.74,226.07,6.35,22.98,256.12,185.59,283.55,0.87,244.72,23.7,43.64,84.37,11.83,0.06,0.03,370.44,,33.97,29.48,339.84,7.13,6.72,44.27,2.9,108.26,32.06,1.51,245.09,226.45,39.44,68.55,41.32,115.27,94.6,351.04,117.03,56.01,0.03,7.94,11.48,84.28,349.74,29.57,171.16,180.8,87.55,19.14,90.7,353.64,19.13,82.06,48.06,27.19,,47.86,48.91,60.52,55.5,90.9,17.32,141.1,138.33,27.53,326.41,315.2,481.1,83.33,29.15,,50.71,,,6.04,96.31,249.67,85.15,226.64
X190202,16.7,32.22,91.01,19.4,14.61,217.22,82.85,22.63,62.5,23.69,477.5,,,28.38,36.4,63.19,31.14,115.96,40.63,29.67,32.8,0.68,2.9,48.49,0.3,75.38,105.61,,30.17,62.9,177.6,146.72,177.85,31.58,175.22,2.49,,62.09,22.72,67.17,177,71.02,29.84,16.44,8.37,3.09,2.61,49.73,40.97,126.24,124.89,351.39,62.6,282.03,0.05,111.38,41.75,21.34,235,43.8,32.13,29.83,30.52,1.33,41.88,9.63,58.94,68.94,140.7,6.24,6.92,6.17,94.5,22.22,36.45,18.99,448.82,49.82,62.15,149.73,218.99,148.12,41.08,55.52,52.24,59.03,181.6,8.72,51.94,0.15,0.52,159.65,71.54,40,20.93,32.83,279.89,111.19,213.1,,44.22,127.73,44.2,66.93,362.18,74.31,2.97,8.86,4.99,4.56,14.25,5.58,,78.75,26.97,36.61,55.07,40.54,138.58,20.08,55.7,23.18,30.94,13.92,86.7,24.26,6.54,190.63,32.8,42.94,7.22,19.77,51.47,47.98,8.77,38.4,30.15,136.21,104.98,22.78,48.93,21.8,19.4,99.95,151,22.14,299.24,75.02,9.21,136.29,95.79,0.52,55.01,2.41,197.08,2.74,74,168.71,0.53,43.6,45.6,322.99,199.03,181.23,280.42,81.09,64.67,0.21,51.5,27.8,27.79,224.64,30.37,45.76,7.26,224,32.13,10.81,5.05,10.66,44.53,149,90.37,63.58,207.67,315.67,26.19,35.64,23.89,298.72,56.84,42.79,40.08,0.99,222.13,30.7,29.92,97.48,6.35,0.13,0.1,215.3,,27.37,34.53,336.6,15.39,4.49,164.57,2.37,103.74,71.34,3.52,151.11,173.42,67.79,193.54,15.15,59.94,19.4,368.4,53.76,44.25,0.19,40.91,12.49,36.18,271.85,16,237.4,194.35,60.89,63.73,63.21,302.16,22.15,103.85,69.77,28.42,,50.04,88.77,21.22,143.9,47.4,16.01,21.2,18.95,11.28,280.83,301,502.77,29.02,26.77,,101.33,,,11.13,75.74,197.5,29.91,103.78
X190203,9,56.4,129.57,48.4,42.49,141.22,32.64,16.7,89.18,33.25,175.8,,,41.01,60.47,71.37,31.75,135.12,44.47,48.81,37,13.19,61.99,32.36,2.81,14.1,127.36,,45.35,49.27,107.5,100.72,191.63,48.91,168.01,89.3,,49.56,73.89,85.88,243,102.72,58.29,45.64,26.95,3.85,4.16,102.28,130.4,166.07,180.78,295.34,169,257.75,0.03,125.93,45.4,12.94,303,31.7,63.94,47.43,52.57,0.18,96.92,46.82,52.73,42.93,219.07,2.22,18.53,2.39,42.12,45.82,45.35,48.3,519.06,51.2,55.18,131.02,283,297.21,48.04,67.94,56.34,80.55,80.8,23.64,116.31,0.02,0.16,290.67,53.26,60.2,15.66,38.97,427.34,89.37,457.66,,34.17,102.81,64.45,40.1,314.79,76.72,15.91,54.11,11.63,9.94,67.72,11.25,,65.18,46.31,42.6,59.21,40.56,62.29,75.82,60.1,30.96,109.26,32.58,52.12,72.05,28.26,185.6,37,113.79,10.58,38.47,86.88,98.86,39.35,71.04,87.45,128.15,168.94,38.67,54.62,38.71,48.4,57.28,38.5,31.12,227,88.61,8.19,168.52,66.63,3.27,32.29,4.48,202.5,4.79,82.3,204.23,0.22,73.3,80.22,267.09,224.61,168.23,161,64.06,164.68,1.95,166.9,53.75,21.28,323.39,42.9,87.61,58.02,214,109.9,4.37,18.07,47.95,48.19,117,80.43,82.71,190.09,309.92,45.53,66.59,63.17,61.44,103.86,43.36,110.05,2.07,214.89,35.81,32.65,110.45,21.19,0.56,0.01,149.14,,48.08,36.38,362.73,38.71,13.15,60.06,11.09,78.64,70.56,37.72,197.43,343.5,53,89.91,42.84,106.16,48.4,221.7,51.98,38.01,3.24,72.3,33.96,96.62,249.04,27.34,100.87,265.67,50.69,34.46,62.84,303.14,48.14,89.79,52.94,30.99,,79.4,92.11,57.1,60.7,105.3,16.55,52.1,46.03,26.11,372.66,303.3,176.7,54.42,23.49,,90.25,,,22.85,96.1,184.71,59.81,205.9
X190204,16.9,41.34,108.88,78.4,3.74,83.96,145.79,8.25,52.84,49.18,272.8,,,48.71,25.78,42.89,42.44,162.11,43.71,108.54,62.2,96.2,188.91,48.48,7.34,60.85,101.78,,49.23,54.26,123,66.74,129.7,41.87,237.07,187.15,,36.25,109.13,59.32,254,61.88,52.14,74.05,30.97,5.46,5.89,135.29,162.51,160.26,195.91,148.96,151.49,258.23,4.76,373.12,66.21,20.27,283,48,29.09,28.33,35.49,0.27,62.25,23.06,118.09,40.97,220.49,3.88,14.35,2.86,73.56,7.62,103.65,3.38,215.81,51.41,63.97,137.73,321.58,268.82,42.21,77.88,46.82,149.98,119.7,56.51,101.07,0.24,0.74,274.61,15.49,46.7,21.96,66.63,635.29,101.54,269.02,,48.05,75.73,128.08,40.85,156.23,62.73,32.89,58.4,24.13,20.99,178.42,25.84,,67.45,48.67,36.9,37.13,35.05,70.79,138.11,53,22.85,154.57,37,171.16,108.08,84.1,178.59,62.2,67.56,19.73,95.72,52.96,143.63,5.42,59.19,35.39,129.68,59.77,29.38,46.11,19.66,78.4,61.74,110.5,28.75,94.23,133.31,10.88,224.44,50.2,14.75,29.25,40.9,138.72,15.22,101.9,48.18,0.51,75.5,68.89,235.01,84.91,298.52,105.2,17,204.03,5.28,146.1,112.9,44.96,247.39,44.55,24.75,65.9,202,143.58,9.72,16.61,48.62,153.83,139,45.87,95.56,209.82,249.53,36.66,177.64,35.96,119.46,82.85,37.79,97.7,6.77,166.95,43.51,36.17,152.88,20.83,3,0.17,245.36,,39.84,23.22,256.08,94.39,50.1,67.35,56.13,85.19,62.28,72.57,244.37,560.91,42.76,69.67,11.67,36.68,78.4,37.84,45.41,46.35,18.49,143.15,91,99.82,170.88,22.83,45.53,164.02,69.9,36.94,51.91,241.87,52.63,168.99,175.42,37.08,,64,59.29,63.5,66.1,72.3,48.07,119.9,106.66,68.84,242.31,298.4,288.62,25.98,29.43,,75.67,,,30.69,47.51,57.45,27.87,24.91
X190205,20.1,15.22,26.95,129.9,29.48,124.79,104.83,1.55,87.67,78.39,84.5,,,141.59,29.97,117.39,44.18,89.78,82.97,154.23,108.8,49.68,295.97,78.65,0,28.88,143.9,,79,129.36,145.2,42.76,88.3,150.24,288.58,343,,2.09,150.53,77.64,192,125.09,182.01,145.66,41.65,9.78,6.79,183.04,174.31,92.88,131.19,103.17,155.36,195.35,0.96,458.32,110.46,18.9,205,132.2,0.17,65.53,78.61,0.12,337.98,69.9,243.57,38.46,101.15,0.45,1.6,0.11,50.53,78.43,97.87,51.84,131.03,53.48,62.98,109.86,395.78,219.58,68.41,103.43,50.9,209.14,46.6,141.3,420.77,19.58,65.94,292.8,47.24,134.3,33.63,182.38,446.67,141.35,208.14,,153.42,135.24,224.96,88.04,154.23,91.51,51.89,58.08,22.53,13.51,236.59,22.13,,77.22,13.09,14.01,59.72,0.69,78.33,187.29,56.7,0.79,238.92,47.03,137.58,98.61,166.49,146.45,108.8,111.24,2.38,184.7,1.94,239.33,12.98,281.43,126.8,112.4,12.25,63.38,90.25,70.07,129.9,24.26,37,66.08,52.36,211.46,51.4,243.48,94.63,47.21,13.86,196.65,153.29,31.9,94.5,23.55,1.93,236.3,338.04,156.37,43.68,245.48,51.5,0.64,40.69,22.56,165.1,154.75,187.79,196.26,75.2,59.05,121.38,183,153.04,1.38,14.44,43.44,291.9,117,27.77,166.52,279.88,217.38,57.69,326.57,73.24,39.18,204.5,0.61,11.07,0.15,103.64,82.27,53.81,118.27,10.32,19.93,8.55,137.4,,61.01,19.48,208.15,226.95,173.88,84.91,87.01,78.15,91.88,100.54,267.82,253.18,98.45,185.98,49.42,2.24,129.9,85.74,4.62,57.07,48.65,194.27,132.37,46.82,172.35,4.41,48.87,104.78,127.08,23.43,49.2,224.03,323.57,128.51,160.54,74.19,,154.52,71.35,30.39,63.4,327.3,105.83,207.1,189.79,137,193.57,256.89,83.63,0.28,14.6,,105.03,,,36.88,21.03,7.91,0.06,0.51
X190206,19.9,7.61,0.75,142.9,48.32,39.11,123.63,0.08,29.04,51.74,223,,,94.89,48.95,118.88,20.21,36.61,57.16,179.52,113.3,98.82,450.57,53.88,0,147.42,116.51,,84.71,258.86,146.8,18.71,87.61,196.75,209.22,674.44,,0.97,165.75,104.88,201,83.33,215.38,121.35,48.1,14.89,12.43,262.35,236.82,45,21.33,93.65,116.35,152.32,3.59,216.75,276.1,25.81,132.5,183.6,0,94.28,62.8,0.04,323.37,32.72,166.19,9.71,45.57,0.03,2.16,0.05,45.98,88.01,124.84,72.45,50.85,47.69,64.98,69.73,352.31,28.39,65.06,93.3,61.5,198.99,11.5,256.27,331.5,47.35,115.28,186.58,10.67,230.4,24.97,331.21,434.78,161.19,309.1,,252.08,114.84,179.73,89.76,93.46,64.86,138.42,73,30.5,18.93,363.76,35.66,,73.37,2.98,0.72,43.09,0,56.54,487.68,65.4,0.01,176.62,27.23,68.42,50.84,199.56,138.59,113.3,126.18,0,277.41,0.01,382.43,0.24,318.28,96.31,174,45.45,82.14,69.24,80.47,142.9,7.6,40.4,45.67,44.23,184.44,120.68,257.55,41.16,89.72,0.63,513.06,87.56,49.38,127.4,13.46,14.56,208.2,342.18,130.95,3.49,156.25,24.5,0.49,65.56,54.83,90.6,211.71,242.25,120.39,42.64,21.86,203.39,164,103.91,1.1,28.29,76.04,242.05,168,18.71,256.89,342.88,202.95,88.13,360.8,93.56,50.37,38.64,0,92.16,0,81.02,89.08,71.19,52.61,1.07,28.69,27.76,100.52,,64.28,22.95,168.38,345.64,311.79,71.41,29.16,145.77,78.31,119.97,35,361.37,120.8,146.84,46.19,14.04,142.9,21.35,0.59,51.93,83.18,170.52,145.35,12.44,201.94,0.28,66.75,73.87,251.37,6.8,22.45,195.05,403.11,79.22,91.6,67.34,,77.1,98.38,10.71,34.7,410.6,166.17,175.9,165.69,188.21,166.34,168.4,233.39,0,5.5,,64.3,,,24.32,29.86,0.63,0.01,0.84
X190207,25.8,6.65,0.51,74.7,59.56,13.15,72.09,0.22,35.1,30.54,28,,,89.34,66.88,136.44,8.49,4.39,61.75,109.96,94.6,232.76,385.04,49.39,0,72.75,57.89,,101.35,270.37,34.5,18.57,54.72,185.76,218.09,495.51,,1.1,203.16,108.58,191,117.91,191.32,160.48,22.03,16.52,34.11,138.96,200.8,45.26,14.32,54.9,90.77,166.16,1.45,238.24,108.88,32.85,114,176.2,14.74,84.62,76.14,0.29,155.6,56.63,117.04,11.23,19.07,0.05,55.04,0.84,21.36,94.89,173.84,96.84,46.83,44.55,41.9,38.96,424.21,7.24,50.41,87.57,36.63,103.23,11,469.27,298.59,223.45,270.14,100.68,5.02,239.5,64.65,281.33,264.83,273.23,275.62,,220.68,89.02,117.13,85.01,50.72,89.76,314.46,119.81,90.81,66.23,378.67,101.95,,81.49,16.73,0.1,26.54,0.01,26.93,34.58,36.7,0.01,209.85,34.39,112.38,38.07,204.51,166.17,94.6,208.23,0,284.24,0.82,390.83,0.06,290.76,102.78,58.68,19.08,97.38,51.04,96.28,74.7,7.87,8.7,47.79,55.15,162.63,166.48,284.15,29.48,171.72,0,494.89,33.74,69,228.9,13.69,55.5,193.7,306.9,135.69,3.34,108.76,32.8,1.46,108.57,130.13,157.1,219.63,204.18,87.26,58.3,100.68,510.63,210,65.28,1.43,64.57,96.74,234.14,157,16.58,362.79,385.22,178.53,92.3,135.89,209.7,28.96,89.33,0,62.27,0,78.54,62.32,72.9,13.54,1.99,124.99,153.5,76.57,,77.46,29.22,222.99,546.14,293.19,20.55,18.53,102.56,54.2,155.67,32.06,285.13,120.33,159.6,84.9,12.86,74.7,21.77,2.98,34.2,162.53,120.53,134.42,4.98,166.72,0.38,51.62,86.39,255.55,1.25,18.71,227.73,226.17,21.17,92.21,75.89,,61.26,93.79,5.29,4.9,386.4,115.62,71.2,67.76,219.11,162.45,184.29,26.9,8.66,18.4,,43.09,,,32.06,23.18,0.19,9.71,0.72
X190208,22.6,2.42,2.42,80.4,82.53,20.31,141.65,0.45,6.21,46.28,14.6,,,116,45.29,91.36,30.58,20.11,101.22,93.76,108.7,212.96,397.27,75.96,0,120.75,33.88,,96.15,222.64,111,13.96,79.86,148.95,219.64,545.66,,0.38,240.05,63.12,125,163.06,65.86,137.37,22.51,18.59,31.68,118.24,415.84,73.41,23.8,54.78,125.11,116.82,72.03,144.21,133.19,29.84,108,170.8,0,74.13,100.79,0.36,205.04,92.14,144.58,9.41,33.12,0.06,24.62,0.9,38.44,94.94,152.06,101.69,121.47,41.76,82.55,59.62,392.27,26.51,88.26,147,61.15,78.42,21.7,528.13,219.71,348.43,533.97,313.02,13.59,179,56.88,256.5,137.96,364.17,151.91,,201.34,38.56,157.21,41.38,63.39,88.37,232.43,94.59,62.98,53.84,349.6,74.7,,75.67,4.27,0.11,38.5,0,37.23,129.88,71.3,0.01,275.39,14.52,85.63,8.93,247.76,124.1,108.7,223,0,393.47,0,420.84,0.12,178.35,127.08,58.39,19.67,109.85,92.1,93.33,80.4,9.55,50.4,39.4,33.6,184.06,128.48,268.74,50.74,221.71,0.38,472.89,36.84,85.8,282.8,11.65,75.53,162.9,214.68,127.39,4.85,193.38,22,0.14,37.53,161.95,146.4,219.79,172.51,125.13,108.12,150.32,327.6,171,71.38,1.73,60.94,70.16,238.04,127,17.68,350.74,339.57,226.05,73.15,144.05,212.77,24.45,24.4,0,125.23,0,72.89,76.78,69.27,49.54,2.61,85.18,208.25,88.82,,119.66,35.83,204.94,613.94,291.01,20.77,11.95,83.71,57.14,140.73,132.95,142.05,69.74,74.73,102.67,13.29,80.4,97.88,0.14,50.37,212.29,108.12,222.56,1.82,181.6,2.31,11.79,107.53,245.51,1.3,12.74,223.43,207.79,29.29,149.21,47.38,,11.32,60.61,2.07,8.1,240.3,120.14,88.9,84.22,285.47,153.31,142.3,11.3,0,16.91,,66.75,,,39.94,34.06,0.38,0,0.62
X190209,41.9,3.93,14.63,120.4,39.2,119.51,65.67,0.17,39.96,42.19,30.1,,,129.84,54.34,65.42,85.75,69.56,55.39,110.03,133.9,115.86,262.78,26.53,0,181.05,114.92,,40.5,270.33,48,23.94,73.75,150.68,267.35,345.08,,13.81,226.2,79.68,105,92.36,40.18,59.1,6.29,5.27,8.56,164.86,298.31,114.25,56.89,33.96,156.48,63.29,5.95,286.64,167.34,29.79,142,208.1,0.77,49.46,51.17,0.14,207.84,36.01,142.04,26.65,15.11,0.02,40.4,2.85,45.77,72.39,123.98,85.77,110.56,36.09,52.85,126.87,363.96,84.27,48.51,100.27,44.41,82.19,18.8,376.89,231.35,170.7,228.31,317.69,15.23,168.2,160.29,333.46,61.64,343.73,87.58,,270.35,83.16,174.03,33.07,50.84,81.14,258.33,73.58,34.92,19.43,374.42,35.32,,87.07,13.36,0.44,64.75,0.01,54.43,24.03,49.5,0,205.79,17.1,44.99,12.55,282.33,112.68,133.9,127.79,0,230.45,0.54,472.33,2.48,180.23,103.62,233.44,86.22,46.69,78.16,55.61,120.4,8.62,42.9,29.66,43.39,213.37,164.81,287.02,62.73,117.52,31.27,361.72,156.63,25.78,325.3,14.28,38.56,184.5,206.06,86.53,7.36,169.57,21.6,6.76,25.15,69.98,74.3,203.94,236.67,137.39,47.71,70.49,497.87,163,150.07,0.58,38.76,48.49,252.29,120,26.28,318.73,293.85,173.96,41.37,163.72,113.76,31.95,133.03,0,115.42,0,51.36,34.34,49.79,113.77,0.86,58.25,118.21,115.4,,138.27,34.78,198.2,462.05,345.87,33.5,11.03,76.75,65.73,220.04,160.19,55.28,44.76,80.54,38.02,24.69,120.4,62.11,0.78,82.26,117.1,92.24,300.18,2.47,159.84,2.48,30.22,117.59,196.83,28.31,17.58,191.89,14.65,45.57,121.67,23.87,,81.26,104.54,2.56,48.6,226.5,120.33,110.8,108.92,163.73,161.62,179.2,26.79,0.59,87.14,,85.31,,,27.77,67.43,2.88,0.89,14.36
X190210,72.2,17.75,64.81,72.4,70.88,148.09,59.72,0.77,63.23,36.39,88.4,,,110.85,84.43,79.7,57.67,93.69,60.93,68.41,99.1,31.01,93.39,48.32,6.03,230.25,183.26,,45.64,239.36,182.7,61.74,104.16,126.68,307.03,66.78,,27.29,185.93,73.34,99,98.26,15.94,47.72,4.53,1.26,1.84,137.86,250.2,155.38,146.55,91.54,186.92,93.52,146.09,251.71,164.27,99.49,230,233.9,21.28,58.92,53.44,3.44,149.92,56.83,148.27,80.79,43.85,0.71,13.44,4.12,81.38,60.9,64.36,49.48,72.72,36.91,64.31,145.07,367.28,281.09,69.55,87.22,70.71,86.58,144.4,229.72,175.19,117.45,212.44,454.72,83,158.2,46.14,251.34,60.59,317.67,59.12,,226.1,178.61,184.68,93.89,85.09,110.78,78.22,19.7,3.84,5.03,53.55,3.87,,66.49,38.59,10.67,107.85,14.42,137.34,104.4,72.8,6.22,116.66,36.02,103.12,59.01,241.95,109.76,99.1,38.28,2.42,141.53,31.08,286.95,22.89,151.34,94.96,512.89,81.3,47.78,59.9,57.12,72.4,59.64,117.3,43.18,60.32,234.84,103.76,302.32,71.41,46.31,97.02,136.25,240.7,12.08,284.6,24.49,16.02,125.8,158.06,81.35,15.93,404.2,51.2,2.45,41.83,9.73,84.8,132.03,226.37,121.77,54.27,115.72,44.84,172,84.86,1.09,8.61,20.84,327.28,150,46.29,172.72,313.39,191.45,63.39,104.12,36.83,104.77,184.95,11.19,196.76,5.81,57.2,54.19,55.2,122.99,4.79,21.08,66.51,232.63,,69.11,29.35,208.03,318.37,219.68,129.49,50.97,122.02,98.3,149.55,324.98,43.85,108.71,231.59,71.4,47.19,72.4,215.02,24.81,99.84,30.67,84.7,172.01,56.18,196.28,13.22,22.42,99.16,219.22,64.93,56.73,220.91,24.66,67.57,125.51,60.88,,80.47,81.81,39.23,154.6,189.7,147.12,80.5,75.17,206.72,145.42,302.59,93.81,20.64,84.83,,103.79,,,18.04,52.09,24.93,24.91,31.15
